Ticker,Company,ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level,CDP Score,Sustainability Score,title,quote,current_price,day_range,year_range,market_cap,revenue,website,net_income,news1,news2
AOS,A. O. Smith,25,7.3,11.9,6.3,0,-,8,A O Smith Corp,AOS:NYSE,$66.77 ,$66.42 - $67.55,$46.58 - $76.94,10.05B USD,960.80M,aosmith.com,157.00M,-,-
ABT,Abbott,25,3,13.6,8.4,3,B,56,Abbott Laboratories,ABT:NYSE,$101.74 ,$101.48 - $102.89,$93.25 - $115.83,176.56B USD,9.98B,abbott.com,1.38B,-,-
ABBV,AbbVie,28,1.1,16.8,9.9,3,B,57,AbbVie Inc,ABBV:NYSE,$152.12 ,$151.93 - $154.70,$130.96 - $168.11,268.50B USD,13.86B,abbvie.com,2.02B,https://finance.yahoo.com/news/abbvie-abbv-fell-q2-due-123220563.html,https://www.marketwatch.com/data-news/abbvie-inc-stock-falls-friday-still-outperforms-market-79fdfbf8-7d7c2e5bc9a2
ACN,Accenture,10,0.3,4.6,4.8,2,A,50,Accenture Plc,ACN:NYSE,$312.53 ,$311.46 - $316.69,$242.80 - $330.44,207.62B USD,16.56B,accenture.com,2.01B,https://www.axios.com/2023/09/15/axios-finish-line-lead-like-accenture-ceo-julie-sweet,https://www.marketwatch.com/data-news/accenture-plc-cl-a-stock-falls-friday-underperforms-market-44e5b4be-805e1a95fcc6
ATVI,Activision Blizzard,19,0.2,12.5,6.3,4,-,33,Activision Blizzard Inc,ATVI:NASDAQ,$91.82 ,$91.73 - $92.33,$70.94 - $93.67,72.24B USD,2.21B,activisionblizzard.com,587.00M,https://www.cnbc.com/2023/08/22/ubisoft-stock-up-9percent-on-revised-microsoft-activision-deal.html,https://www.ft.com/content/ba6a13de-5318-4630-b8f8-9680d4529642
ADM,ADM,36,18.2,13.2,5,3,B,59,Archer-Daniels-Midland Co,ADM:NYSE,$79.35 ,$78.68 - $80.71,$69.92 - $98.28,42.54B USD,25.19B,adm.com,927.00M,https://www.marketwatch.com/data-news/archer-daniels-midland-co-stock-falls-friday-underperforms-market-a3859e7f-b53f356e455a,https://beststocks.com/old-republic-international-corp-reduces-stake-in-a/
ADBE,Adobe Inc.,12,1.9,5.9,4.6,1,A,44,Adobe Inc,ADBE:NASDAQ,$528.89 ,$523.62 - $537.69,$274.73 - $570.24,241.07B USD,4.82B,adobe.com,1.30B,https://petapixel.com/2023/09/15/adobe-hikes-creative-cloud-prices-as-it-reports-record-revenue/,https://www.barrons.com/articles/what-to-know-today-5be89e38
ADP,ADP,14,1.1,7,5.9,1,B,39,Automatic Data Processing Inc,ADP:NASDAQ,$245.31 ,$244.69 - $248.91,$201.46 - $274.92,101.06B USD,4.48B,adp.com,776.70M,-,-
AES,AES Corporation,34,16.5,11.2,6.5,2,B,52,AES Corp,AES:NYSE,$17.24 ,$17.20 - $17.58,$16.89 - $29.89,11.54B USD,3.03B,aes.com,-39.00M,-,-
AFL,Aflac,17,0.5,7.3,9.6,2,B,46,AFLAC Incorporated,AFL:NYSE,$76.51 ,$76.15 - $77.09,$56.03 - $78.43,45.45B USD,5.17B,aflac.com,1.63B,https://beststocks.com/analyst-raises-price-target-for-aflac-nyseafl/,-
A,Agilent Technologies,15,0.3,8.6,6.3,1,C,33,Agilent Technologies Inc,A:NYSE,$115.91 ,$113.43 - $121.92,$109.00 - $160.26,33.91B USD,1.67B,agilent.com,111.00M,https://www.marketwatch.com/data-news/agilent-technologies-inc-stock-rises-friday-outperforms-market-7230e2ae-c1fc7d9b1365,https://www.investorsobserver.com/news/stock-update/should-you-add-agilent-technologies-inc-a-stock-to-your-portfolio-thursday
APD,Air Products and Chemicals,11,5.9,1.3,3.6,1,B,38,"Air Products & Chemicals, Inc.",APD:NYSE,$302.11 ,$301.15 - $307.71,$224.75 - $328.56,67.11B USD,3.03B,airproducts.com,595.60M,https://beststocks.com/investment-firm-3chopt-shows-confidence-in-air-pr/,https://investorplace.com/2023/08/7-hot-hydrogen-stocks-with-massive-upside/
AKAM,Akamai,17,2.9,6.9,6.7,1,A-,42,"Akamai Technologies, Inc.",AKAM:NASDAQ,$104.50 ,$104.34 - $106.06,$70.65 - $107.47,15.85B USD,935.72M,akamai.com,128.82M,https://beststocks.com/investment-firm-am-squared-ltd-acquires-new-stake/,https://news.stocktradersdaily.com/news_release/3/Akamai+Technologies+AKAM+Investment+Report_091423084501.html
ALK,Alaska Air Group,0,0,0,0,0,C,22,"Alaska Air Group, Inc.",ALK:NYSE,$39.47 ,$39.19 - $39.92,$37.20 - $57.18,5.02B USD,2.84B,careers.alaskaair.com,240.00M,https://www.marketwatch.com/data-news/alaska-air-group-inc-stock-rises-thursday-still-underperforms-market-e3c929d8-d7ad1917c6b0,https://www.investorsobserver.com/news/stock-update/alaska-air-group-inc-alk-stock-has-fallen-0-63-this-week-buy-hold-or-sell
ALB,Albemarle Corporation,29,15.5,5.5,7.7,2,B,50,Albemarle Corporation,ALB:NYSE,$183.84 ,$182.93 - $188.47,$171.82 - $334.55,21.57B USD,2.37B,albemarle.com,650.04M,https://investorplace.com/2023/08/7-millionaire-maker-battery-stocks-to-hold-through-thick-and-thin/,https://www.nasdaq.com/articles/notable-wednesday-option-activity:-grmn-acn-alb
ARE,Alexandria Real Estate Equities,14,3.9,3.7,6.3,0,B,32,Alexandria Real Estate Equities Inc,ARE:NYSE,$113.73 ,$113.05 - $114.35,$108.81 - $172.65,19.68B USD,714.08M,are.com,89.94M,https://www.marketwatch.com/data-news/alexandria-real-estate-equities-inc-stock-outperforms-market-despite-losses-on-the-day-f644cbf4-1965603fd1ab,-
ALGN,Align Technology,0,0,0,0,0,-,0,"Align Technology, Inc.",ALGN:NASDAQ,$332.09 ,$326.49 - $335.73,$172.05 - $413.20,25.42B USD,1.00B,aligntech.com,111.81M,https://www.marketwatch.com/data-news/align-technology-inc-stock-outperforms-market-despite-losses-on-the-day-fe29f857-ae57cee0820b,https://beststocks.com/align-technology-receives-positive-outlook-up/
ALLE,Allegion,24,12.8,4.5,6.4,0,C,30,Allegion PLC,ALLE:NYSE,$105.68 ,$104.77 - $106.52,$87.33 - $128.36,9.28B USD,912.50M,allegion.com,142.00M,https://www.marketbeat.com/instant-alerts/nyse-alle-sec-filing-2023-09-14/,-
LNT,Alliant Energy,22,10,5.7,6.2,1,C,36,Alliant Energy Corporation,LNT:NASDAQ,$51.78 ,$51.77 - $52.39,$47.19 - $62.05,13.09B USD,912.00M,alliantenergy.com,160.00M,https://www.marketwatch.com/data-news/alliant-energy-corp-stock-underperforms-friday-when-compared-to-competitors-524621c-785f0ee852cd,https://beststocks.com/brandywine-global-investment-management-llc-reduce-7/
ALL,Allstate,19,1.4,7.8,9.9,2,C,41,Allstate Corp,ALL:NYSE,$108.78 ,$108.66 - $110.04,$100.57 - $142.15,28.45B USD,13.98B,allstate.com,-1.35B,https://www.chicagotribune.com/business/ct-biz-upside-foods-glenview-logistics-campus-20230914-jzf63swoqvdzralxqbhu3uabjq-story.html,https://www.marketwatch.com/data-news/allstate-corp-stock-outperforms-competitors-on-strong-trading-day-86048318-f904b0db6f07
GOOGL,Alphabet Inc. (Class A),24,1.7,11.1,11.4,4,A,68,Alphabet Inc Class A,GOOGL:NASDAQ,$137.40 ,$136.48 - $138.52,$83.34 - $138.70,1.74T USD,74.60B,abc.xyz,18.37B,https://finance.yahoo.com/news/dow-industrials-paying-price-leaving-110000871.html,https://www.bloomberg.com/news/articles/2023-09-14/googlers-told-to-avoid-words-like-share-and-bundle-us-says
GOOG,Alphabet Inc. (Class C),0,0,0,0,0,A,33,Alphabet Inc Class C,GOOG:NASDAQ,$138.30 ,$137.18 - $139.36,$83.45 - $139.55,1.74T USD,74.60B,abc.xyz,18.37B,https://finance.yahoo.com/news/dow-industrials-paying-price-leaving-110000871.html,https://www.kiplinger.com/investing/stocks/what-are-faang-stocks
MO,Altria,24,4.7,13,6.3,2,A-,51,Altria Group Inc,MO:NYSE,$43.53 ,$43.49 - $44.13,$40.35 - $48.11,77.25B USD,4.48B,altria.com,2.12B,https://investorplace.com/2023/08/3-sorry-dividend-stocks-to-sell-in-august-before-its-too-late/,https://www.nasdaq.com/articles/is-boston-scientific-a-better-pick-over-altria-stock
AMZN,Amazon,30,5.6,14.8,9.9,3,-,29,"Amazon.com, Inc.",AMZN:NASDAQ,$140.39 ,$140.09 - $143.57,$81.43 - $145.86,1.45T USD,134.38B,aboutamazon.com,6.75B,https://www.wsj.com/business/retail/amazon-fourth-pillar-3024a3c3,https://finance.yahoo.com/news/us-145-amazon-com-inc-110106217.html
AMCR,Amcor,0,0,0,0,0,B,27,Amcor PLC,AMCR:NYSE,$9.35 ,$9.32 - $9.53,$9.13 - $12.78,13.54B USD,3.67B,amcor.com,180.00M,https://www.marketwatch.com/data-news/amcor-plc-stock-rises-thursday-outperforms-market-7c48313-6d183f525fd5,https://finance.yahoo.com/news/amcor-amcr-down-0-4-153008358.html
AMD,AMD,0,0,0,0,0,B,27,"Advanced Micro Devices, Inc.",AMD:NASDAQ,$101.49 ,$101.28 - $106.76,$54.57 - $132.83,163.97B USD,5.36B,amd.com,27.00M,https://www.fool.com/investing/2023/09/15/why-amd-nvidia-intel-tsmc-and-other-semiconductor/,https://www.tipranks.com/news/article/nvda-vs-amd-battle-of-the-chip-stocks
AEE,Ameren,30,14.1,9.9,5.5,2,C,45,Ameren Corp,AEE:NYSE,$80.77 ,$80.61 - $81.65,$73.28 - $93.01,21.22B USD,1.70B,ameren.com,237.00M,https://finance.yahoo.com/news/ameren-corporations-nyse-aee-roe-102836488.html,https://www.marketbeat.com/instant-alerts/nyse-aee-sec-filing-2023-09-15/
AAL,American Airlines Group,29,11.5,12.3,5.3,2,A-,53,American Airlines Group Inc,AAL:NASDAQ,$13.31 ,$13.21 - $13.45,$11.65 - $19.08,8.70B USD,14.06B,aa.com,1.34B,https://finance.yahoo.com/video/airline-stocks-three-factors-impacting-222420323.html,https://www.barrons.com/articles/delta-air-lines-earnings-stock-719d7e19
AEP,American Electric Power,26,12.8,7.5,5.4,2,C,44,American Electric Power Company Inc,AEP:NASDAQ,$80.04 ,$79.98 - $81.01,$75.47 - $101.15,41.23B USD,4.37B,aep.com,521.20M,https://www.marketwatch.com/data-news/american-electric-power-co-inc-stock-outperforms-competitors-on-strong-trading-day-bc313936-4a11b676be90,https://beststocks.com/american-electric-power-company-inc-short-intere/
AXP,American Express,18,0.1,8.4,9.9,2,A-,49,American Express Company,AXP:NYSE,$163.75 ,$161.82 - $164.33,$130.65 - $182.15,120.60B USD,13.86B,americanexpress.com,2.17B,https://pagesix.com/2023/08/22/brielle-biermann-sued-by-american-express-over-unpaid-credit-card/,https://viewfromthewing.com/aarp-membership-the-best-12-young-people-now-spend/
AIG,American International Group,25,1.9,9.7,13.8,2,-,21,-,-,NaN,-,-,NaN,NaN,-,NaN,-,-
AMT,American Tower,11,2.4,3.6,5,1,B,38,American Tower Corp,AMT:NYSE,$180.14 ,$179.24 - $182.43,$172.55 - $247.78,83.97B USD,2.77B,americantower.com,475.70M,-,-
AWK,American Water Works,22,9,7.6,5.3,1,B,41,American Water Works Company Inc,AWK:NYSE,$138.90 ,$138.36 - $140.98,$122.77 - $162.59,27.04B USD,1.10B,amwater.com,280.00M,-,-
AMP,Ameriprise Financial,23,2.6,7.2,12.8,2,C,43,"Ameriprise Financial, Inc.",AMP:NYSE,$347.12 ,$346.67 - $350.94,$249.35 - $358.02,35.62B USD,4.01B,ameriprise.com,890.00M,-,-
AME,Ametek,24,8.6,8.5,6.9,1,-,14,"AMETEK, Inc.",AME:NYSE,$151.63 ,$150.57 - $152.70,$110.87 - $164.75,34.98B USD,1.65B,ametek.com,324.24M,https://www.marketwatch.com/data-news/ametek-inc-stock-underperforms-friday-when-compared-to-competitors-e6ae9726-dfe153192d89,https://beststocks.com/ametek-inc-receives-moderate-buy-rating-and-imp/
AMGN,Amgen,22,0.7,13.5,7.9,3,B,55,"Amgen, Inc.",AMGN:NASDAQ,$260.72 ,$259.82 - $263.93,$211.71 - $296.67,139.46B USD,6.99B,amgen.com,1.38B,https://www.bizjournals.com/boston/news/2023/09/14/generate-biomedicines-flagship-273m-series-c.html,https://finance.yahoo.com/news/consider-selling-amgen-amgn-124929439.html
APH,Amphenol,21,8,5.5,7.8,2,C,42,Amphenol Corporation,APH:NYSE,$85.72 ,$85.31 - $86.76,$65.21 - $90.28,51.13B USD,3.05B,amphenol.com,460.50M,https://finance.yahoo.com/news/amphenol-nyse-aph-due-pay-184402408.html,https://simplywall.st/stocks/us/tech/nyse-aph/amphenol/news/why-you-might-be-interested-in-amphenol-corporation-nyseaph-1
ADI,Analog Devices,24,10.1,7.7,5.9,0,C,30,"Analog Devices, Inc.",ADI:NASDAQ,$178.14 ,$177.21 - $179.58,$133.48 - $200.10,88.77B USD,3.08B,analog.com,877.02M,https://www.marketwatch.com/data-news/analog-devices-inc-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-cd2e21f2-137b90924e34,https://www.digitaljournal.com/pr/news/coherent-market-insights/64-bit-computing-market-size-share-company-profiles-emerging-technologies-trends-industry-growth-segments-landscape-and-demand-by-forecast-until-2030-analog-devices-inc-applied-micro-circuits-corporation
ANSS,Ansys,13,0.9,7.3,4.9,0,C,26,"ANSYS, Inc.",ANSS:NASDAQ,$310.72 ,$306.77 - $319.58,$194.23 - $351.23,26.97B USD,496.60M,ansys.com,69.53M,https://www.marketwatch.com/data-news/ansys-inc-stock-outperforms-market-on-strong-trading-day-ad9d0c83-3535994c852a,https://beststocks.com/livforsakringsbolaget-skandia-omsesidigt-decreases-2/
AON,Aon,0,0,0,0,0,D,16,Aon PLC,AON:NYSE,$336.16 ,$334.06 - $339.45,$266.35 - $347.37,68.20B USD,3.18B,aon.com,560.00M,https://www.marketwatch.com/data-news/aon-plc-stock-rises-thursday-outperforms-market-76172dcc-874c2506d7fe,https://www.investorsobserver.com/news/stock-update/where-will-aon-plc-aon-stock-go-next-after-it-is-higher-by-0-57-in-a-week
APA,APA Corporation,39,22,8.9,8,2,-,26,APA Corp (US),APA:NASDAQ,$42.46 ,$42.04 - $43.25,$30.67 - $50.58,13.05B USD,1.91B,apachecorp.com,381.00M,https://www.marketwatch.com/data-news/apa-corp-stock-outperforms-competitors-on-strong-trading-day-3069c5e8-6f2709e3ced9,https://finance.yahoo.com/news/apa-nasdaq-apa-affirmed-dividend-121459740.html
AAPL,Apple Inc.,17,0.6,6.9,9.2,3,A-,56,Apple Inc,AAPL:NASDAQ,$175.01 ,$173.82 - $176.50,$124.17 - $198.23,2.74T USD,81.80B,apple.com,19.88B,https://www.barrons.com/articles/arm-holdings-stock-ipo-apple-tesla-4549f7c1,-
AMAT,Applied Materials,12,3.8,2.6,5.1,1,B,38,"Applied Materials, Inc.",AMAT:NASDAQ,$138.25 ,$136.71 - $141.22,$71.12 - $155.26,115.65B USD,6.42B,appliedmaterials.com,1.56B,https://www.marketwatch.com/data-news/applied-materials-inc-stock-underperforms-thursday-when-compared-to-competitors-464f9863-755e588c7bc7,https://www.marketbeat.com/instant-alerts/nasdaq-amat-analyst-earnings-estimates-2023-09-15/
APTV,Aptiv,12,2.5,3.8,5.3,1,B,38,Aptiv PLC,APTV:NYSE,$102.46 ,$101.77 - $103.74,$77.96 - $124.88,28.98B USD,5.20B,aptiv.com,242.00M,-,-
ACGL,Arch Capital Group,21,1.5,7.3,12,2,-,20,Arch Capital Group Ltd.,ACGL:NASDAQ,$79.00 ,$78.60 - $79.37,$41.05 - $84.83,29.46B USD,3.16B,archgroup.com,671.00M,https://www.zacks.com/stock/news/2148548/should-you-buy-employers-holdings-eig-for-better-returns-now,-
ANET,Arista Networks,16,0.4,8.9,7.1,1,C,34,Arista Networks Inc,ANET:NYSE,$184.72 ,$183.55 - $186.41,$98.20 - $198.70,57.19B USD,1.46B,arista.com,491.88M,https://www.benzinga.com/news/23/09/34577140/marathon-oil-to-rally-around-70-here-are-10-other-analyst-forecasts-for-thursday,-
AJG,Arthur J. Gallagher & Co.,21,0.1,10.7,10.5,2,-,20,Arthur J. Gallagher & Co.,AJG:NYSE,$230.14 ,$229.80 - $232.69,$167.93 - $232.69,49.60B USD,2.33B,ajg.com,234.50M,https://www.marketwatch.com/data-news/arthur-j-gallagher-co-stock-outperforms-market-despite-losses-on-the-day-9cc15c91-4289f1e9fe80,https://beststocks.com/arthur-j-gallagher-co-sees-strong-financial-pe/
AIZ,Assurant,24,1.6,11.6,11.3,3,B,55,"Assurant, Inc.",AIZ:NYSE,$138.65 ,$137.71 - $140.55,$104.49 - $155.71,7.35B USD,2.73B,assurant.com,156.30M,https://www.marketwatch.com/data-news/assurant-inc-stock-falls-friday-underperforms-market-5cf47adf-66aee920e0b7,https://www.investorsobserver.com/news/stock-update/where-will-assurant-inc-aiz-stock-go-next-after-it-has-gained-0-36-in-a-week
T,AT&T,22,2.3,13.1,6.7,3,A,60,AT&T Inc.,T:NYSE,$15.23 ,$14.96 - $15.30,$13.43 - $21.53,108.88B USD,29.92B,att.com,4.49B,https://www.fool.com/investing/2023/09/16/this-ultra-high-yield-dividend-stocks-investors-ca/,https://www.barrons.com/articles/at-t-stock-price-dividend-a413319c
ATO,Atmos Energy,35,14.8,13.4,6.5,2,D,41,Atmos Energy Corporation,ATO:NYSE,$115.01 ,$114.66 - $116.48,$97.71 - $125.28,17.07B USD,662.73M,atmosenergy.com,137.81M,https://www.marketbeat.com/instant-alerts/nyse-ato-sec-filing-2023-09-17/,https://www.investorsobserver.com/news/stock-update/should-you-buy-atmos-energy-corporation-ato-in-utilities-regulated-gas-industry-11
ADSK,Autodesk,16,3.4,8.2,4.4,0,B,33,Autodesk Inc,ADSK:NASDAQ,$213.35 ,$212.81 - $217.36,$179.61 - $233.69,45.61B USD,1.34B,-,222.00M,https://www.marketbeat.com/instant-alerts/nasdaq-adsk-analyst-earnings-estimates-2023-09-08/,-
AZO,AutoZone,11,0.1,7.1,3.8,2,B-,42,Autozone Inc,AZO:NYSE,"$2,529.68 ","$2,525.13 - $2,581.32","$2,050.21 - $2,750.00",45.93B USD,4.09B,autozone.com,647.72M,https://seekingalpha.com/news/4012290-earnings-week-ahead-fedex-general-mills-autozone-and-more,https://www.marketwatch.com/data-news/autozone-inc-stock-outperforms-competitors-on-strong-trading-day-9cfded7e-ac6037a21431
AVB,AvalonBay Communities,11,3,3,4.6,1,A-,40,AvalonBay Communities Inc,AVB:NYSE,$183.89 ,$182.73 - $184.54,$153.07 - $202.36,26.12B USD,695.83M,avalonbay.com,367.92M,https://www.marketbeat.com/instant-alerts/nyse-avb-consensus-analyst-rating-2023-09-11/,https://www.marketbeat.com/instant-alerts/nyse-avb-analyst-earnings-estimates-2023-09-11/
AVY,Avery Dennison,15,10.6,1.1,3.7,1,A-,42,Avery Dennison Corp,AVY:NYSE,$180.56 ,$180.07 - $182.90,$157.28 - $195.95,14.55B USD,2.09B,averydennison.com,100.40M,https://www.marketwatch.com/data-news/avery-dennison-corp-stock-underperforms-friday-when-compared-to-competitors-307f03d6-fdfa141fba58,https://www.yahoo.com/lifestyle/avery-dennison-expands-embelex-business-152353619.html
AXON,Axon Enterprise,0,0,0,0,0,-,0,Axon Enterprise Inc,AXON:NASDAQ,$206.21 ,$204.95 - $211.68,$109.31 - $229.95,15.42B USD,374.60M,-,12.42M,https://beststocks.com/axon-enterprise-inc-positive-market-sentiment-a/,https://www.reuters.com/investigates/special-report/axon-taser-exposures/
BKR,Baker Hughes,0,0,0,0,0,B,27,Baker Hughes Co,BKR:NASDAQ,$36.16 ,$35.97 - $36.62,$20.42 - $37.58,36.51B USD,6.32B,bakerhughes.com,410.00M,https://www.marketbeat.com/instant-alerts/nasdaq-bkr-sec-filing-2023-09-15/,https://www.marketbeat.com/instant-alerts/nasdaq-bkr-sec-filing-2023-09-14/
BALL,Ball Corporation,11,5.9,1.1,3.8,2,A-,47,Ball Corp,BALL:NYSE,$51.68 ,$51.53 - $52.59,$46.00 - $62.14,16.28B USD,3.57B,ball.com,173.00M,-,-
BAC,Bank of America,27,1.6,14.4,11.2,3,A-,59,Bank of America Corp,BAC:NYSE,$28.84 ,$28.75 - $29.09,$26.32 - $38.60,229.17B USD,24.07B,bankofamerica.com,7.41B,https://www.zeebiz.com/markets/stocks/news-bajaj-auto-hits-all-time-high-of-rs-507685-on-bse-after-bofa-securities-upgrades-stock-to-buy-254063,https://www.bizjournals.com/milwaukee/news/2023/09/14/bank-of-america-office-milwaukee-northwest-side.html
BBWI,Bath & Body Works,16,2.6,8.4,4.5,2,C,40,Bath & Body Works Inc,BBWI:NYSE,$36.28 ,$35.87 - $36.96,$30.52 - $49.55,8.25B USD,1.56B,bbwinc.com,99.00M,https://www.marketwatch.com/data-news/bath-body-works-inc-stock-outperforms-competitors-despite-losses-on-the-day-21536ee4-7b2c307a3262,-
BAX,Baxter International,24,2.8,13.6,7.3,3,B,55,Baxter International Inc,BAX:NYSE,$39.08 ,$38.99 - $39.61,$37.35 - $58.83,19.79B USD,3.71B,baxter.com,-141.00M,https://wgnradio.com/wintrust-business-lunch/wintrust-business-minute-baxter-internationals-deerfield-campus-is-off-the-market/,-
BDX,Becton Dickinson,27,3.7,15.6,7.5,3,B,56,Becton Dickinson and Co,BDX:NYSE,$263.74 ,$261.73 - $265.68,$215.90 - $287.32,76.51B USD,4.88B,bd.com,407.00M,https://www.marketwatch.com/data-news/becton-dickinson-co-stock-falls-friday-still-outperforms-market-685c788c-5fcfd51b67e6,https://www.marketwatch.com/data-news/becton-dickinson-co-stock-underperforms-thursday-when-compared-to-competitors-1f5b481a-a7658b01e31a
WRB,Berkley,22,2,7.9,12,1,-,14,W R Berkley Corp,WRB:NYSE,$64.12 ,$63.93 - $64.55,$55.50 - $76.99,16.51B USD,3.00B,berkley.com,356.31M,https://finance.yahoo.com/news/w-r-berkleys-nyse-wrb-121837344.html,https://finance.yahoo.com/news/w-r-berkley-wrb-board-174400058.html
BRK.B,Berkshire Hathaway,0,0,0,0,0,-,0,Berkshire Hathaway Inc Class B,BRK.B:NYSE,$367.86 ,$367.52 - $370.20,$259.85 - $370.84,803.30B USD,92.50B,-,35.91B,https://finance.yahoo.com/news/warren-buffett-poured-3-billion-173927107.html,https://www.marketwatch.com/story/berkshire-hathaway-dumps-5-5-million-hp-shares-and-it-may-not-be-done-selling-5e90cdd7
BBY,Best Buy,14,2.2,7.2,4.8,2,A,51,Best Buy Co Inc,BBY:NYSE,$72.39 ,$72.36 - $73.48,$60.79 - $93.32,15.75B USD,9.58B,investors.bestbuy.com/investor-relations/overview/default.aspx,274.00M,https://www.cnbc.com/2023/08/29/stocks-making-the-biggest-moves-midday-best-buy-big-lots-coinbase-and-more.html,https://www.tomsguide.com/deals/best-black-friday-deals
BIO,Bio-Rad,17,1.4,8.3,7.2,1,D-,26,"Bio-Rad Laboratories, Inc. Class A Common Stock",BIO:NYSE,$376.23 ,$370.93 - $384.37,$344.63 - $509.62,11.01B USD,681.11M,bio-rad.com,-1.16B,-,-
TECH,Bio-Techne,0,0,0,0,0,-,0,BIO-TECHNE Corp,TECH:NASDAQ,$73.65 ,$72.97 - $76.55,$68.00 - $90.63,11.65B USD,301.32M,bio-techne.com,75.48M,-,-
BIIB,Biogen,21,0,13.2,7.8,3,B,54,Biogen Inc,BIIB:NASDAQ,$254.79 ,$254.00 - $257.58,$194.45 - $319.76,36.90B USD,2.46B,biogen.com,591.60M,https://beststocks.com/biogen-inc-narus-financial-partners-llc-reveals/,https://beststocks.com/harvest-volatility-management-llc-decreases-stake/
BLK,BlackRock,21,1.5,9.6,9.5,2,C,42,BlackRock Inc,BLK:NYSE,$697.41 ,$695.33 - $705.15,$503.12 - $785.65,104.13B USD,4.46B,blackrock.com,1.37B,https://www.investing.com/news/cryptocurrency-news/blackrock-rumored-to-shift-crypto-focus-from-bitcoin-to-xrp-93CH-3175125,https://www.ft.com/content/6fa5293e-2df9-42ca-9f2a-7f6e857d9992
BK,BNY Mellon,21,1.1,9.2,11.2,3,A-,57,Bank of New York Mellon Corp,BK:NYSE,$45.21 ,$45.00 - $45.62,$36.22 - $52.26,35.21B USD,4.45B,bnymellon.com,1.07B,https://beststocks.com/ami-investment-management-inc-reduces-position-in/,https://beststocks.com/bank-of-new-york-mellon-increases-holdings-in-gitl/
BA,Boeing,35,7.1,19.7,7.9,4,C,60,Boeing Co,BA:NYSE,$208.11 ,$206.88 - $209.83,$120.99 - $243.10,125.53B USD,19.75B,boeing.com,-149.00M,https://www.businessinsider.com/boeing-ceo-commutes-by-private-jet-while-staff-return-to-office-2023-9,https://www.reuters.com/markets/us-vietnam-firms-hold-business-summit-during-biden-visit-ai-deals-unveiled-2023-09-11/
BKNG,Booking Holdings,22,2,12.5,7.8,3,C,49,Booking Holdings Inc,BKNG:NASDAQ,"$3,160.15 ","$3,144.27 - $3,217.38","$1,616.85 - $3,251.71",112.79B USD,5.46B,bookingholdings.com,1.29B,https://www.marketbeat.com/instant-alerts/nasdaq-bkng-consensus-analyst-rating-2023-09-15/,https://tucson.com/news/nation-world/business/travel-hotel-stay-refund/article_97c5542e-4cd4-11ee-a534-ffb393bdb94a.html
BWA,BorgWarner,13,2.9,4.2,5.7,2,B,45,BorgWarner Inc.,BWA:NYSE,$41.05 ,$40.31 - $41.30,$27.39 - $47.05,9.65B USD,4.52B,borgwarner.com,204.00M,https://finance.yahoo.com/news/borgwarner-bwa-gains-market-dips-220020112.html,https://www.marketwatch.com/data-news/borgwarner-inc-stock-rises-friday-outperforms-market-f5a74e96-691104e3020e
BXP,Boston Properties,13,2.5,4.5,5.4,1,B,38,"Boston Properties, Inc.",BXP:NYSE,$66.28 ,$65.57 - $66.75,$46.18 - $83.59,10.40B USD,813.18M,bxp.com,104.30M,-,-
BSX,Boston Scientific,26,3,12.7,10.6,2,B,49,Boston Scientific Corporation,BSX:NYSE,$52.90 ,$52.48 - $53.23,$37.74 - $54.99,77.46B USD,3.60B,bostonscientific.com,270.00M,https://beststocks.com/harvest-portfolios-group-inc-increases-holdings-i/,https://www.benzinga.com/news/23/09/34539553/price-over-earnings-overview-boston-scientific
BMY,Bristol Myers Squibb,23,0.3,14.9,7.6,2,B,48,Bristol-Myers Squibb Co,BMY:NYSE,$59.03 ,$58.86 - $59.83,$58.86 - $81.44,123.32B USD,11.23B,bms.com,2.07B,https://www.marketbeat.com/instant-alerts/nyse-bmy-analyst-earnings-estimates-2023-09-15/,https://beststocks.com/investment-in-bristol-myers-squibb-insider-transa/
AVGO,Broadcom Inc.,22,8.8,6.9,6.7,3,-,27,Broadcom Inc,AVGO:NASDAQ,$851.68 ,$842.90 - $868.16,$415.07 - $923.67,351.52B USD,8.88B,broadcom.com,3.30B,https://investorplace.com/2023/09/the-3-most-undervalued-forever-stocks-to-buy-in-september-2023/,https://www.businessinsider.com/vmware-broadcom-acquisition-deal-leaked-email-options-employees-2023-9
BR,Broadridge Financial Solutions,16,0.8,9,6.4,2,B,46,Broadridge Financial Solutions Inc,BR:NYSE,$185.14 ,$184.25 - $187.62,$131.35 - $189.69,21.87B USD,1.84B,broadridge.com,324.10M,-,-
BRO,Brown & Brown,21,0.2,10.6,10.7,1,-,13,"Brown & Brown, Inc.",BRO:NYSE,$72.63 ,$72.36 - $73.18,$52.82 - $74.57,20.60B USD,1.04B,bbinsurance.com,190.40M,-,-
