Ticker,Company,ESG Risk score,Environment Risk Score,Social Risk Score,Governance Risk Score,Controversy Level,CDP Score,Sustainability Score,title,quote,current_price,day_range,year_range,market_cap,revenue,website,net_income,news1,news2
GILD,Gilead Sciences,22,0,14,8,2,B,48,"Gilead Sciences, Inc.",GILD:NASDAQ,$75.67 ,$75.42 - $77.41,$61.45 - $89.74,94.29B USD,6.60B,gilead.com,1.04B,https://www.marketwatch.com/data-news/gilead-sciences-inc-stock-falls-friday-underperforms-market-eb5872f3-5185014bdb0f,https://beststocks.com/ardevora-asset-management-llp-decreases-holdings-i/
GL,Globe Life,20,1.6,8.2,10.5,1,-,13,Globe Life Inc,GL:NYSE,$109.90 ,$109.73 - $110.55,$97.83 - $123.85,10.42B USD,1.33B,investors.globelifeinsurance.com,215.26M,https://www.benzinga.com/analyst-ratings/23/09/34590713/what-5-analyst-ratings-have-to-say-about-globe-life,https://beststocks.com/globe-life-inc-receives-moderate-buy-recommendati/
GPN,Global Payments,19,1.3,11,6.8,1,D,29,Global Payments Inc,GPN:NYSE,$124.34 ,$123.72 - $126.68,$92.27 - $131.05,32.33B USD,2.45B,globalpayments.com,274.15M,-,-
GS,Goldman Sachs,26,1.3,12.7,12.2,3,A-,59,Goldman Sachs Group Inc,GS:NYSE,$342.54 ,$341.86 - $346.19,$287.75 - $389.58,112.93B USD,10.28B,goldmansachs.com,1.22B,https://www.sportico.com/personalities/executives/2023/goldman-sachs-new-global-sports-franchise-division-investment-1234738749/,https://frontofficesports.com/goldman-sachs-opens-door-for-clients-to-invest-in-sports-teams/
HAL,Halliburton,24,8.9,8.6,6.3,2,C,43,Halliburton Company,HAL:NYSE,$42.11 ,$41.71 - $42.52,$23.30 - $43.42,37.84B USD,5.80B,halliburton.com,610.00M,https://www.marketwatch.com/data-news/halliburton-co-stock-rises-thursday-still-underperforms-market-a771ffca-b46b7b7226e0,https://www.benzinga.com/pressreleases/23/09/b34631699/halliburton-third-quarter-2023-earnings-conference-call
HIG,Hartford (The),16,1.5,6,8.7,1,C,34,Hartford Financial Services Group Inc,HIG:NYSE,$72.99 ,$72.65 - $73.32,$60.17 - $79.44,22.32B USD,6.05B,thehartford.com,547.00M,https://www.marketwatch.com/data-news/hartford-financial-services-group-inc-stock-outperforms-market-on-strong-trading-day-27c008a0-61b296f16bc3,https://www.ctinsider.com/business/article/hartford-affordable-business-startup-ct-18364509.php
HAS,Hasbro,7,0,2.9,4.2,2,C,37,"Hasbro, Inc.",HAS:NASDAQ,$66.37 ,$66.25 - $67.69,$45.75 - $77.91,9.21B USD,1.21B,hasbro.com,-235.00M,https://www.marketwatch.com/data-news/hasbro-inc-stock-falls-friday-underperforms-market-e05047c6-2ce2425cd84d,https://www.investorsobserver.com/news/stock-update/how-will-the-market-react-to-hasbro-inc-has-stock-getting-a-bearish-rating-2
HCA,HCA Healthcare,28,3.5,17.3,7.4,2,-,22,HCA Healthcare Inc,HCA:NYSE,$256.28 ,$252.32 - $262.61,$178.32 - $304.86,69.71B USD,15.86B,hcahealthcare.com,1.19B,https://finance.yahoo.com/news/zacks-analyst-blog-highlights-visa-083600321.html,https://www.marketwatch.com/data-news/hca-healthcare-inc-stock-rises-thursday-still-underperforms-market-b80d3e00-77e717aa0a4c
PEAK,Healthpeak,10,3,2.2,4.5,0,A-,33,Healthpeak Properties Inc,PEAK:NYSE,$20.39 ,$20.19 - $20.46,$19.09 - $28.43,11.15B USD,545.43M,healthpeak.com,51.90M,https://www.marketbeat.com/instant-alerts/nyse-peak-sec-filing-2023-09-15/,https://www.marketbeat.com/instant-alerts/nyse-peak-sec-filing-2023-09-14/
HSIC,Henry Schein,13,2.1,5.6,5.6,2,D,34,"Henry Schein, Inc.",HSIC:NASDAQ,$74.41 ,$74.08 - $75.31,$64.75 - $89.72,9.72B USD,3.10B,henryschein.com,140.00M,-,-
HSY,Hershey's,27,11.3,10.9,5.2,3,C,51,Hershey Co,HSY:NYSE,$212.36 ,$211.24 - $213.86,$206.69 - $276.88,43.42B USD,2.49B,thehersheycompany.com,406.98M,https://www.ydr.com/story/news/local/2023/09/14/hershey-acquired-company-pulls-the-one-chip-challenge-from-shelves/70842303007/,https://www.marketwatch.com/data-news/hershey-co-stock-rises-friday-outperforms-market-de83b383-d747da690bf1
HES,Hess Corporation,36,22.1,7.2,6.8,2,A-,55,Hess Corp.,HES:NYSE,$160.35 ,$160.26 - $163.82,$100.34 - $165.43,49.24B USD,2.24B,hess.com,119.00M,https://www.investorsobserver.com/news/stock-update/hess-corp-hes-stock-gains-0-40-this-week-is-it-a-good-pick,https://beststocks.com/hess-nysehes-q2-2023-earnings-report-analysis-a/
HPE,Hewlett Packard Enterprise,12,0.8,4.9,6.3,2,A-,47,Hewlett Packard Enterprise Co,HPE:NYSE,$17.07 ,$16.87 - $17.28,$11.90 - $18.14,21.90B USD,7.00B,hpe.com,464.00M,https://www.marketwatch.com/data-news/hewlett-packard-enterprise-co-stock-falls-friday-still-outperforms-market-83b974bb-cc424a3b3263,https://www.digitaljournal.com/pr/news/xherald/trending-report-on-mega-data-center-market-2023-2029-business-outlook-critical-insight-and-growth-strategy-fujitsu-hewlett-packard-enterprise-development-lp-ibm-corporation-cisco
HLT,Hilton Worldwide,17,7,6.8,3.7,2,B,46,Hilton Hotels Corporation Common Stock,HLT:NYSE,$154.41 ,$153.89 - $156.69,$116.39 - $157.14,40.38B USD,1.16B,hilton.com,411.00M,https://beststocks.com/ameriprise-financial-inc-increases-stake-in-hilto/,https://www.thetravel.com/best-hilton-hotels-massachusetts/
HOLX,Hologic,28,4.8,13.3,10.2,1,D,32,"Hologic, Inc.",HOLX:NASDAQ,$71.81 ,$71.67 - $73.01,$59.78 - $87.88,17.59B USD,984.40M,hologic.com,-40.50M,https://beststocks.com/ameriprise-financial-increases-ownership-stake-in/,https://www.digitaljournal.com/pr/news/prwirecenter/non-surgical-cosmetic-procedures-market-share-size-and-forecast-to-2030-hologic-inc-allergan-100-pages-report
HD,Home Depot (The),13,3.4,5.5,3.6,2,A-,48,Home Depot Inc,HD:NYSE,$321.40 ,$320.33 - $329.17,$265.61 - $347.25,321.42B USD,42.92B,homedepot.com,4.66B,https://www.fool.com/investing/2023/09/15/better-dividend-stock-home-depot-vs-walmart/,https://www.marketwatch.com/data-news/dow-drops-300-points-on-losses-in-shares-of-intel-home-depot-cb17e775-bda1a32b774f
HON,Honeywell,29,10.6,10.2,8.5,3,B,57,Honeywell International Inc,HON:NASDAQ,$193.04 ,$192.39 - $194.92,$166.63 - $220.96,128.17B USD,9.15B,honeywell.com,1.49B,https://www.marketwatch.com/data-news/honeywell-international-inc-stock-falls-friday-still-outperforms-market-dc6b1384-f1b756ba4874,https://www.digitaljournal.com/pr/news/prwirecenter/digital-door-lock-system-market-share-size-and-forecast-to-2030-siemens-ag-honeywell-international-inc-114-pages-report
HRL,Hormel Foods,30,13.2,10.7,6,3,C,52,Hormel Foods Corp,HRL:NYSE,$38.24 ,$38.23 - $38.61,$36.78 - $49.73,20.90B USD,2.96B,hormelfoods.com,162.68M,https://www.fox9.com/news/hormel-strike-vote,https://kstp.com/kstp-news/top-news/hormel-foods-meatpacking-workers-vote-to-reject-offer-from-company/
HST,Host Hotels & Resorts,14,3.3,5.6,5.1,1,A-,41,Host Hotels & Resorts Inc,HST:NASDAQ,$16.60 ,$16.22 - $16.74,$14.51 - $19.42,11.81B USD,1.40B,hosthotels.com,210.00M,-,-
HWM,Howmet Aerospace,0,0,0,0,0,B,27,Howmet Aerospace Inc,HWM:NYSE,$46.68 ,$46.45 - $47.14,$30.60 - $51.34,19.24B USD,1.65B,howmet.com,193.00M,https://www.marketwatch.com/data-news/howmet-aerospace-inc-stock-rises-thursday-still-underperforms-market-5ce65501-3922fdcff32f,https://finance.yahoo.com/news/key-reasons-retain-howmet-hwm-155100650.html
HPQ,HP Inc.,11,0.1,5,5.8,2,A,50,HP Inc,HPQ:NYSE,$27.34 ,$27.10 - $27.88,$24.08 - $33.90,27.02B USD,13.20B,hp.com,766.00M,https://www.foxbusiness.com/markets/berkshire-hathaway-sheds-over-5-million-shares-hp-inc-stake,https://markets.businessinsider.com/news/stocks/warren-buffett-berkshire-hathaway-hp-stock-sales-portfolio-tech-computing-2023-9
HUM,Humana,22,0,16.4,5.9,2,B,48,Humana Inc,HUM:NYSE,$470.77 ,$469.06 - $474.99,$423.29 - $571.30,58.33B USD,26.75B,humana.com,959.00M,https://www.investorsobserver.com/news/stock-update/where-does-humana-inc-hum-stock-fall-in-the-health-care-plans-field-after-it-has-gained-0-26-this-week,https://www.benzinga.com/news/earnings/23/09/34585476/if-you-invested-1000-in-this-stock-15-years-ago-you-would-have-11-000-today
HBAN,Huntington Bancshares,20,2,10.8,7.6,2,A-,50,Huntington Bancshares Incorporated,HBAN:NASDAQ,$10.70 ,$10.51 - $10.75,$9.13 - $15.74,15.49B USD,1.74B,huntington.com,559.00M,https://www.marketwatch.com/data-news/huntington-bancshares-inc-stock-rises-thursday-outperforms-market-41e495dc-b1a19c3bbc03,https://finance.yahoo.com/news/huntington-bancshares-incorporated-declares-cash-200500647.html
HII,Huntington Ingalls Industries,0,0,0,0,0,-,0,Huntington Ingalls Industries Inc,HII:NYSE,$211.65 ,$211.59 - $214.19,$188.51 - $260.02,8.44B USD,2.79B,huntingtoningalls.com,130.00M,https://www.bloomberg.com/news/articles/2023-09-17/wall-street-is-coming-to-grips-with-how-wrong-it-s-been-in-2023,https://www.fool.com/investing/2023/09/17/2024-nasdaq-100-technology-soar-next-year-history/
IBM,IBM,15,0.5,6.7,7.6,2,B,46,IBM Common Stock,IBM:NYSE,$145.99 ,$145.53 - $147.85,$115.55 - $153.21,133.00B USD,15.48B,ibm.com,1.58B,https://www.marketwatch.com/data-news/international-business-machines-corp-stock-outperforms-competitors-despite-losses-on-the-day-f26cd5c2-a348be457f8f,https://beststocks.com/park-national-corp-oh-decreases-holdings-in-intern/
IEX,IDEX Corporation,27,8.1,13,5.7,0,-,9,IDEX Corporation,IEX:NYSE,$214.24 ,$213.66 - $216.54,$195.27 - $246.23,16.20B USD,846.20M,idexcorp.com,138.60M,https://www.marketbeat.com/instant-alerts/nyse-iex-sec-filing-2023-09-17/,-
IDXX,Idexx Laboratories,19,3.3,7.1,9.1,1,-,13,"IDEXX Laboratories, Inc.",IDXX:NASDAQ,$450.69 ,$448.00 - $459.23,$317.06 - $564.74,37.41B USD,943.63M,idexx.com,224.24M,https://finance.yahoo.com/news/idexx-laboratories-inc-nasdaq-idxx-120026393.html,https://www.marketwatch.com/data-news/idexx-laboratories-inc-stock-rises-thursday-still-underperforms-market-11706a94-cf248790957d
ITW,Illinois Tool Works,20,4.3,9.1,6.2,2,B,47,Illinois Tool Works Inc.,ITW:NYSE,$238.31 ,$236.82 - $240.27,$180.27 - $264.19,72.06B USD,4.07B,itw.com,754.00M,-,-
ILMN,Illumina,11,1,3.7,6.2,3,A-,54,"Illumina, Inc.",ILMN:NASDAQ,$146.15 ,$145.14 - $149.14,$145.14 - $248.87,23.14B USD,1.18B,illumina.com,-234.00M,https://www.marketwatch.com/data-news/illumina-inc-stock-underperforms-friday-when-compared-to-competitors-5f0dbd83-2b4f8f7b43ff,https://www.marketwatch.com/data-news/illumina-inc-stock-outperforms-competitors-despite-losses-on-the-day-280a8d15-5736cb103b04
INCY,Incyte,24,1.5,15.6,7.1,1,-,14,Incyte Corporation,INCY:NASDAQ,$62.55 ,$62.50 - $63.91,$60.56 - $86.29,14.02B USD,954.61M,incyte.com,203.55M,-,-
IR,Ingersoll Rand,0,0,0,0,0,B,27,Ingersoll Rand Inc,IR:NYSE,$65.90 ,$65.49 - $66.62,$42.20 - $70.65,26.65B USD,1.69B,irco.com,179.50M,https://www.marketwatch.com/data-news/ingersoll-rand-inc-stock-rises-thursday-outperforms-market-9c9cb905-bc42b04819bb,https://www.investorsobserver.com/news/stock-update/is-ingersoll-rand-inc-ir-stock-at-the-top-of-the-specialty-industrial-machinery-industry
PODD,Insulet,0,0,0,0,0,-,0,Insulet Corporation,PODD:NASDAQ,$169.68 ,$166.03 - $175.55,$166.03 - $335.91,11.85B USD,396.50M,insulet.com,27.30M,-,-
INTC,Intel,17,4.4,5.9,7,3,B,53,Intel Corporation,INTC:NASDAQ,$37.88 ,$37.62 - $38.52,$24.59 - $40.42,158.64B USD,12.95B,intel.com,1.48B,https://www.barrons.com/articles/intel-stock-price-ai-chips-eb932f25,https://seekingalpha.com/article/4635440-intel-this-is-a-game-changer
ICE,Intercontinental Exchange,16,1.7,8,6.7,2,-,18,Intercontinental Exchange Inc,ICE:NYSE,$115.72 ,$115.39 - $117.07,$88.60 - $118.79,66.10B USD,1.89B,ice.com,799.00M,https://beststocks.com/intercontinental-exchange-reports-strong-quarterly/,https://www.housingwire.com/articles/ice-president-tim-bowler-on-mortgage-automation/
IFF,International Flavors & Fragrances,22,10.4,5.4,6.5,2,A,54,International Flavors & Fragrances Inc,IFF:NYSE,$69.05 ,$68.79 - $70.94,$62.11 - $118.34,17.63B USD,2.93B,iff.com,27.00M,-,-
IP,International Paper,24,14.3,4.5,4.9,3,B,55,International Paper Co,IP:NYSE,$34.24 ,$34.22 - $34.85,$29.01 - $41.89,11.85B USD,4.68B,internationalpaper.com,235.00M,https://www.marketwatch.com/data-news/international-paper-co-stock-outperforms-market-despite-losses-on-the-day-431d3802-34aeb2a94e0a,https://www.investorsobserver.com/news/stock-update/do-analysts-expect-international-paper-co-ip-stock-to-rise-after-it-is-up-1-35-in-a-month
IPG,Interpublic Group of Companies (The),10,0,5.1,5.3,1,B,37,Interpublic Group of Companies Inc,IPG:NYSE,$30.74 ,$30.55 - $31.13,$25.14 - $40.95,11.83B USD,2.33B,interpublic.com,265.50M,-,-
INTU,Intuit,16,1,10.5,4.7,2,C,40,Intuit Inc.,INTU:NASDAQ,$538.08 ,$537.01 - $548.15,$352.63 - $548.15,150.80B USD,2.71B,intuit.com,89.00M,https://techcrunch.com/2023/09/06/intuit-assist-generative-ai-assistant/,https://arstechnica.com/information-technology/2023/09/talk-to-your-taxes-turbotaxs-new-ai-agent-makes-it-possible/
ISRG,Intuitive Surgical,24,4.4,9.8,9.6,1,-,14,"Intuitive Surgical, Inc.",ISRG:NASDAQ,$295.54 ,$294.85 - $304.04,$180.07 - $358.07,103.84B USD,1.76B,intuitive.com,420.80M,https://www.marketbeat.com/instant-alerts/nasdaq-isrg-consensus-analyst-rating-2023-09-15/,https://beststocks.com/intuitive-surgical-reports-strong-quarterly-earnin/
IVZ,Invesco,20,0.7,9.9,9.8,2,B,47,Invesco Ltd.,IVZ:NYSE,$15.57 ,$15.37 - $15.80,$13.20 - $20.56,6.99B USD,1.44B,invesco.com,191.40M,https://www.marketwatch.com/data-news/invesco-ltd-stock-outperforms-market-on-strong-trading-day-3f0db942-f92a8b13c638,https://seekingalpha.com/article/4635119-all-oiled-up-pxe-blend-of-value-and-earnings
INVH,Invitation Homes,0,0,0,0,0,-,0,Invitation Homes Inc,INVH:NYSE,$35.29 ,$34.98 - $35.33,$28.52 - $37.00,21.60B USD,598.34M,invitationhomes.com,137.86M,https://www.nasdaq.com/articles/why-invitation-home-invh-is-a-great-dividend-stock-right-now,-
IQV,IQVIA,19,1.3,10.6,7.2,2,B,47,Iqvia Holdings Inc,IQV:NYSE,$211.71 ,$210.69 - $216.53,$165.75 - $241.86,38.77B USD,3.73B,iqvia.com,297.00M,https://finance.yahoo.com/news/does-iqvia-holdings-inc-nyse-130014487.html,https://www.marketwatch.com/data-news/iqvia-holdings-inc-stock-underperforms-thursday-when-compared-to-competitors-f9fe17e3-1f5a80378a2d
IRM,Iron Mountain,15,5,3.7,6,2,B,46,Iron Mountain Inc,IRM:NYSE,$62.85 ,$62.58 - $63.64,$43.33 - $64.37,18.34B USD,1.36B,ironmountain.com,114.00K,https://www.marketwatch.com/data-news/iron-mountain-inc-stock-falls-friday-underperforms-market-b60e4a8d-c18b74781e18,https://www.marketwatch.com/data-news/iron-mountain-inc-stock-underperforms-thursday-when-compared-to-competitors-despite-daily-gains-c1097a1b-9890ca85e1bc
JBHT,J.B. Hunt,14,3,6,4.9,1,B,39,J B Hunt Transport Services Inc,JBHT:NASDAQ,$194.36 ,$190.05 - $195.05,$156.28 - $209.21,20.09B USD,3.13B,jbhunt.com,189.55M,https://beststocks.com/duality-advisers-lp-increases-holdings-in-j-b-hun/,https://www.barrons.com/articles/u-s-markets-ended-wednesday-mixed-as-jb-hunt-transport-led-grab-holdings-lagged-f30a4f42
JKHY,Jack Henry & Associates,15,0.8,9.4,5.2,0,-,5,"Jack Henry & Associates, Inc.",JKHY:NASDAQ,$154.49 ,$152.49 - $154.72,$139.28 - $202.66,11.27B USD,534.63M,jackhenry.com,97.77M,https://www.marketwatch.com/data-news/jack-henry-associates-inc-stock-rises-friday-outperforms-market-a013c884-9f3f6b6dbf2a,https://finance.yahoo.com/news/jack-henry-jkhy-down-3-153007068.html
J,Jacobs Solutions,22,5.3,11.5,5.6,3,-,27,Jacobs Solutions Inc,J:NYSE,$132.22 ,$131.70 - $133.58,$106.78 - $137.61,16.65B USD,4.19B,jacobs.com,164.24M,https://www.marketwatch.com/data-news/jacobs-solutions-inc-stock-underperforms-friday-when-compared-to-competitors-28ebc913-10a7281d33ec,https://www.investorsobserver.com/news/stock-update/jacobs-solutions-inc-j-stock-how-does-it-score-on-fundamental-metrics-2
JNJ,Johnson & Johnson,25,0.7,15.8,8.6,4,A,68,Johnson & Johnson,JNJ:NYSE,$161.45 ,$161.21 - $164.82,$150.11 - $181.04,388.77B USD,25.53B,jnj.com,5.14B,https://www.cnn.com/2023/09/14/business/johnson-and-johnson-new-logo/index.html,https://www.businesswire.com/news/home/20230914626134/en/Johnson-Johnson-Marks-New-Era-as-Global-Healthcare-Company-With-Updated-Visual-Identity
JCI,Johnson Controls,15,4.9,4.6,5.3,3,A-,55,Johnson Controls International PLC,JCI:NYSE,$57.13 ,$56.56 - $57.60,$48.82 - $70.43,38.87B USD,7.13B,johnsoncontrols.com,1.05B,https://www.marketbeat.com/instant-alerts/nyse-jci-consensus-analyst-rating-2023-09-14/,https://www.greenbiz.com/article/how-ira-cuts-costs-and-emissions-buildings
JPM,JPMorgan Chase,29,1.1,16.2,11.7,3,-,29,JPMorgan Chase & Co,JPM:NYSE,$148.81 ,$148.31 - $149.73,$101.28 - $159.38,432.45B USD,35.71B,jpmorganchase.com,14.47B,https://www.marketwatch.com/data-news/jpmorgan-chase-co-stock-rises-thursday-outperforms-market-40477f78-8fcaa3ed5a5e,https://www.businessinsider.com/recession-investing-strategy-stock-market-jpmorgan-where-to-invest-now-2023-9
JNPR,Juniper Networks,17,1.7,8.5,6.4,1,B,40,"Juniper Networks, Inc.",JNPR:NYSE,$28.43 ,$28.08 - $28.52,$25.18 - $34.53,9.14B USD,1.43B,juniper.net,24.40M,https://www.marketwatch.com/data-news/juniper-networks-inc-stock-rises-friday-outperforms-market-21b6ebf6-1dd4d5ace2b2,https://beststocks.com/juniper-networks-inc-receives-hold-recommendatio/
K,Kellogg's,27,7.4,14.9,4.6,2,A-,52,Kellogg Company,K:NYSE,$59.96 ,$59.76 - $60.37,$58.82 - $77.17,20.53B USD,4.04B,kelloggcompany.com,357.00M,https://www.marketwatch.com/data-news/kellogg-co-stock-rises-friday-outperforms-market-86835882-c2e4892df81e,https://www.investorsobserver.com/news/stock-update/should-you-buy-kellogg-company-k-stock-after-it-has-gained-1-18-in-a-week
KVUE,Kenvue,0,0,0,0,0,-,0,Kenvue Inc,KVUE:NYSE,$21.22 ,$21.20 - $21.87,$20.38 - $27.80,73.18B USD,4.01B,kenvue.com,430.00M,https://www.fool.com/investing/2023/09/07/1-brand-new-dividend-stock-income-investors-wont-w/,https://www.barrons.com/articles/jnj-kenvue-spinoff-dividend-outlook-82f86447
KDP,Keurig Dr Pepper,0,0,0,0,0,A-,30,Keurig Dr Pepper Inc,KDP:NASDAQ,$33.30 ,$33.25 - $33.83,$30.47 - $39.73,46.53B USD,3.79B,drpeppersnapplegroup.com,503.00M,-,-
KEY,KeyCorp,23,1.9,11.1,10.2,1,B,42,KeyCorp,KEY:NYSE,$11.72 ,$11.58 - $11.84,$8.54 - $20.30,10.97B USD,NaN,key.com,NaN,https://beststocks.com/keycorp-faces-stake-decrease-and-earnings-disappoi/,https://www.msn.com/en-us/money/companies/ford-gm-arm-adobe-nucor-keycorp-and-more-stock-market-movers/ar-AA1gKRRW
KEYS,Keysight,9,2,2.2,5,1,C,31,Keysight Technologies Inc,KEYS:NYSE,$132.86 ,$132.69 - $134.64,$125.89 - $189.45,23.59B USD,1.38B,keysight.com,288.00M,https://www.marketwatch.com/data-news/keysight-technologies-inc-stock-outperforms-market-on-strong-trading-day-55edcaca-c8ca9c3ba067,https://www.investorsobserver.com/news/stock-update/what-is-the-markets-view-on-keysight-technologies-inc-keys-stocks-price-and-volume-trends-friday-2
KMB,Kimberly-Clark,22,8.1,7.8,6.2,2,A-,51,Kimberly-Clark Corp,KMB:NYSE,$125.01 ,$124.77 - $126.83,$108.74 - $147.87,42.28B USD,5.13B,kimberly-clark.com,102.00M,https://www.marketwatch.com/data-news/kimberly-clark-corp-stock-falls-friday-still-outperforms-market-77d087ca-bd544b6f2dcb,https://www.forbes.com/sites/greatspeculations/2023/09/15/which-is-a-better-pick--kimberly-clark-stock-or-idexx-laboratories/
KIM,Kimco Realty,12,3.7,2.9,5.5,0,B,31,Kimco Realty Corp,KIM:NYSE,$18.88 ,$18.84 - $19.10,$17.34 - $23.27,11.70B USD,442.84M,kimcorealty.com,106.63M,-,-
KMI,Kinder Morgan,19,7.8,7.3,3.5,2,-,19,Kinder Morgan Inc,KMI:NYSE,$17.07 ,$17.05 - $17.40,$16.00 - $19.36,38.03B USD,3.50B,kindermorgan.com,586.00M,https://www.fool.com/investing/2023/09/15/my-top-high-yield-energy-stock-to-buy-in-september/,https://www.marketwatch.com/data-news/kinder-morgan-inc-stock-rises-thursday-outperforms-market-4fef8cb1-213c07d92362
KLAC,KLA Corporation,17,7.1,4.8,4.9,0,B,33,KLA Corp,KLAC:NASDAQ,$454.22 ,$451.33 - $472.67,$250.20 - $520.19,62.10B USD,2.36B,kla.com,684.65M,https://www.marketwatch.com/data-news/kla-corp-stock-falls-friday-underperforms-market-b57469b3-a70196029578,https://beststocks.com/investment-firm-increases-stake-in-kla-co-as-comp/
KHC,Kraft Heinz,35,14.4,14.3,6.6,3,B,59,Kraft Heinz Co,KHC:NASDAQ,$33.45 ,$33.41 - $33.80,$32.42 - $42.80,41.09B USD,6.72B,kraftheinzcompany.com,1.00B,-,-
KR,Kroger,21,6.5,9.4,5.5,3,B-,52,Kroger Co,KR:NYSE,$46.32 ,$45.81 - $46.58,$41.82 - $50.41,33.25B USD,33.85B,thekrogerco.com,-180.00M,https://www.cnn.com/2023/09/08/business/kroger-albertsons-sale-c-and-s/index.html,https://www.reuters.com/business/retail-consumer/krogers-quarterly-same-store-sales-miss-estimates-2023-09-08/
LHX,L3Harris,0,0,0,0,0,B,27,L3Harris Technologies Inc,LHX:NYSE,$172.72 ,$171.35 - $173.48,$167.14 - $255.10,32.67B USD,4.69B,l3harris.com,349.00M,https://www.marketwatch.com/data-news/l3harris-technologies-inc-stock-outperforms-market-on-strong-trading-day-d2b27c3-4e522d14501f,https://www.investorsobserver.com/news/stock-update/should-you-buy-l3harris-technologies-inc-lhx-stock-on-friday
LH,LabCorp,19,0.1,11.6,7.1,2,B,47,Laboratory Corporation of Amerc Holdings,LH:NYSE,$201.65 ,$201.13 - $204.67,$172.09 - $222.41,17.87B USD,3.03B,labcorp.com,188.90M,https://www.marketbeat.com/instant-alerts/nyse-lh-earnings-guidance-2023-09-15/,https://www.marketbeat.com/instant-alerts/nyse-lh-sec-filing-2023-09-15/
LRCX,Lam Research,13,4.5,4,5,1,B,38,Lam Research Corporation,LRCX:NASDAQ,$623.11 ,$617.77 - $647.93,$299.59 - $726.53,82.57B USD,3.21B,lamresearch.com,802.54M,https://finance.yahoo.com/news/makes-lam-research-lrcx-attractive-122105597.html,https://www.marketwatch.com/data-news/lam-research-corp-stock-falls-thursday-underperforms-market-243bfbbe-7dc0d17e263c
LW,Lamb Weston,0,0,0,0,0,C,22,Lamb Weston Holdings Inc,LW:NYSE,$99.59 ,$99.51 - $100.35,$75.07 - $117.38,14.52B USD,1.69B,lambweston.com,498.80M,https://www.marketwatch.com/data-news/lamb-weston-holdings-inc-stock-outperforms-competitors-despite-losses-on-the-day-a245ea0e-ba830b976f25,-
LVS,Las Vegas Sands,18,1.3,7.8,8.6,2,A-,49,Las Vegas Sands Corp.,LVS:NYSE,$48.74 ,$48.56 - $49.42,$33.38 - $65.58,37.26B USD,2.54B,sands.com,312.00M,https://www.marketwatch.com/data-news/las-vegas-sands-corp-stock-falls-friday-still-outperforms-market-eb029b14-7f053833f245,https://www.investorsobserver.com/news/stock-update/las-vegas-sands-corp-lvs-stock-by-the-numbers
LDOS,Leidos,12,1.3,5,5.4,2,B,45,Leidos Holdings Inc,LDOS:NYSE,$94.04 ,$93.32 - $94.97,$76.58 - $110.91,12.92B USD,3.84B,leidos.com,207.00M,-,-
LEN,Lennar,23,8.9,8.8,5.5,2,-,21,Lennar Corp,LEN:NYSE,$114.76 ,$110.00 - $115.10,$69.90 - $133.24,36.58B USD,8.05B,lennar.com,871.69M,https://www.fool.com/earnings/call-transcripts/2023/09/15/lennar-len-q3-2023-earnings-call-transcript/,https://www.marketwatch.com/story/lennar-revenue-falls-on-lower-home-prices-earnings-review-8091e636
LNC,Lincoln Financial,18,1.9,6.1,9.9,2,B,47,Lincoln National Corp,LNC:NYSE,$26.03 ,$25.26 - $26.34,$18.50 - $54.59,4.42B USD,2.93B,lfg.com,511.00M,https://whyy.org/articles/photos-philadelphia-eagles-home-opener-2023-fans/,https://www.marketwatch.com/data-news/lincoln-national-corp-stock-outperforms-competitors-on-strong-trading-day-715cc426-9787995bcc8d
LIN,Linde plc,0,0,0,0,0,A-,30,Linde PLC,LIN:NYSE,$387.99 ,$386.01 - $393.42,$262.47 - $393.67,189.32B USD,8.20B,linde.com,1.58B,-,-
LYV,Live Nation Entertainment,0,0,0,0,0,-,0,Live Nation Entertainment Inc,LYV:NYSE,$83.82 ,$83.69 - $85.27,$64.25 - $101.74,19.17B USD,5.63B,livenationentertainment.com,293.68M,https://www.marketwatch.com/data-news/live-nation-entertainment-inc-stock-rises-thursday-outperforms-market-4c2e0672-ebec8f91d981,https://beststocks.com/putnam-investments-llc-decreases-holdings-in-live/
LKQ,LKQ Corporation,11,3.3,4,3.3,2,-,17,LKQ Corp,LKQ:NASDAQ,$49.94 ,$49.80 - $50.33,$46.20 - $59.38,13.36B USD,3.45B,lkqcorp.com,281.00M,-,-
LMT,Lockheed Martin,28,5.3,15.9,7.2,3,C,51,Lockheed Martin Corp,LMT:NYSE,$424.05 ,$423.71 - $428.88,$381.55 - $508.10,106.79B USD,16.69B,lockheedmartin.com,1.68B,https://finance.yahoo.com/news/lockheed-martin-insiders-sold-us-110117623.html,https://www.marketwatch.com/data-news/lockheed-martin-corp-stock-falls-friday-still-outperforms-market-14590865-1dbf2c322bed
L,Loews Corporation,16,0.6,4.3,11.6,2,-,18,Loews Corp,L:NYSE,$64.25 ,$63.96 - $64.82,$49.36 - $64.82,14.49B USD,3.93B,loews.com,360.00M,https://www.marketwatch.com/data-news/loews-corp-stock-falls-friday-still-outperforms-market-7b7aa0f7-c6e4f9ee1ce7,https://beststocks.com/donald-smith-co-inc-decreases-stake-in-loews-c/
